0.3142 	WARNING 	Movie2 stim could not be imported and won't be available
117.3461 	EXP 	LowerText: autoDraw = False
117.3461 	EXP 	LowerBrackets: autoDraw = False
121.5744 	EXP 	TopUpperLine: autoDraw = False
121.5744 	EXP 	BotUpperLine: autoDraw = False
121.5744 	EXP 	TopLowerLine: autoDraw = False
121.5744 	EXP 	BotLowerLine: autoDraw = False
121.5744 	EXP 	RestCrossHair: autoDraw = False
121.5744 	EXP 	TopUpperLine: autoDraw = False
121.5744 	EXP 	UpperText: autoDraw = False
121.5744 	EXP 	UpperBrackets: autoDraw = False
121.5744 	EXP 	BotUpperLine: autoDraw = False
121.5744 	EXP 	TopLowerLine: autoDraw = False
121.5744 	EXP 	LowerText: autoDraw = False
121.5744 	EXP 	LowerBrackets: autoDraw = False
121.5744 	EXP 	BotLowerLine: autoDraw = False
121.5744 	EXP 	TrialCrossHair: autoDraw = False
121.5744 	EXP 	RestCrossHair: autoDraw = False
121.5744 	EXP 	FeedbackMsg: text = 'No response, good!'
121.5744 	EXP 	FeedbackMsg: autoDraw = True
123.0582 	EXP 	FeedbackMsg: autoDraw = False
123.0582 	EXP 	FeedbackMsg: autoDraw = False
123.0582 	EXP 	RestCrossHair: autoDraw = True
124.0426 	EXP 	New trial (rep=0, index=8): {'RetDur': 0, 'BotBrack': 1, 'StimDur': 2, 'UpBrack': 45, 'ProbeDurITI': 6.0579999999999998, 'ProbeDur': 2, 'ProbeStart': 2, 'TrialDur': 4, 'ITI': 4.0579999999999998, 'StimSet': u'FMKRHT', 'RetStart': 2, 'ProbeLet': u'ldynqj', 'TrialITIDur': 8.0579999999999998, 'Correct': u'right'}
124.0763 	EXP 	window1: recordFrameIntervals = False
124.0998 	EXP 	RestCrossHair: autoDraw = False
124.0998 	EXP 	RestCrossHair: autoDraw = False
124.0998 	EXP 	UpperText: text = u' F M K R H T '
124.0998 	EXP 	UpperBrackets: text = '      {   }  '
124.0998 	EXP 	LowerText: text = u' l d y n q j '
124.0998 	EXP 	LowerBrackets: text = '{ }          '
124.0998 	EXP 	TopUpperLine: autoDraw = True
124.0998 	EXP 	UpperText: autoDraw = True
124.0998 	EXP 	UpperBrackets: autoDraw = True
124.0998 	EXP 	BotUpperLine: autoDraw = True
124.0998 	EXP 	TopLowerLine: autoDraw = True
124.0998 	EXP 	BotLowerLine: autoDraw = True
124.0998 	EXP 	TrialCrossHair: autoDraw = True
124.1000 	EXP 	window1: recordFrameIntervals = False
126.0595 	EXP 	UpperText: autoDraw = False
126.0595 	EXP 	UpperBrackets: autoDraw = False
126.0841 	EXP 	LowerText: autoDraw = True
126.0841 	EXP 	LowerBrackets: autoDraw = True
127.4270 	DATA 	Keypress: right
128.0767 	EXP 	LowerText: autoDraw = False
128.0767 	EXP 	LowerBrackets: autoDraw = False
128.0767 	EXP 	TrialCrossHair: autoDraw = False
128.0767 	EXP 	RestCrossHair: autoDraw = True
132.1282 	EXP 	TopUpperLine: autoDraw = False
132.1282 	EXP 	BotUpperLine: autoDraw = False
132.1282 	EXP 	TopLowerLine: autoDraw = False
132.1282 	EXP 	BotLowerLine: autoDraw = False
132.1282 	EXP 	RestCrossHair: autoDraw = False
132.1282 	EXP 	TopUpperLine: autoDraw = False
132.1282 	EXP 	UpperText: autoDraw = False
132.1282 	EXP 	UpperBrackets: autoDraw = False
132.1282 	EXP 	BotUpperLine: autoDraw = False
132.1282 	EXP 	TopLowerLine: autoDraw = False
132.1282 	EXP 	LowerText: autoDraw = False
132.1282 	EXP 	LowerBrackets: autoDraw = False
132.1282 	EXP 	BotLowerLine: autoDraw = False
132.1282 	EXP 	TrialCrossHair: autoDraw = False
132.1282 	EXP 	RestCrossHair: autoDraw = False
132.1282 	EXP 	FeedbackMsg: text = 'Correct! RT=1.368'
132.1282 	EXP 	FeedbackMsg: autoDraw = True
133.6122 	EXP 	FeedbackMsg: autoDraw = False
133.6122 	EXP 	RestCrossHair: autoDraw = True
134.5966 	EXP 	New trial (rep=0, index=9): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 56, 'ProbeDurITI': 4.0250000000000004, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.0250000000000004, 'StimSet': u'HTXMJR', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 6.0250000000000004, 'Correct': u'none'}
134.6154 	EXP 	window1: recordFrameIntervals = False
134.6386 	EXP 	RestCrossHair: autoDraw = False
134.6386 	EXP 	UpperText: text = u' H T X M J R '
134.6386 	EXP 	UpperBrackets: text = '        {   }'
134.6386 	EXP 	LowerText: text = u'   '
134.6386 	EXP 	LowerBrackets: text = ''
134.6386 	EXP 	TopUpperLine: autoDraw = True
134.6386 	EXP 	UpperText: autoDraw = True
134.6386 	EXP 	UpperBrackets: autoDraw = True
134.6386 	EXP 	BotUpperLine: autoDraw = True
134.6386 	EXP 	TopLowerLine: autoDraw = True
134.6386 	EXP 	BotLowerLine: autoDraw = True
134.6386 	EXP 	TrialCrossHair: autoDraw = True
134.6388 	EXP 	window1: recordFrameIntervals = False
136.6133 	EXP 	UpperText: autoDraw = False
136.6133 	EXP 	UpperBrackets: autoDraw = False
136.6133 	EXP 	TrialCrossHair: autoDraw = False
136.6300 	EXP 	LowerText: autoDraw = True
136.6300 	EXP 	LowerBrackets: autoDraw = True
136.6300 	EXP 	RestCrossHair: autoDraw = True
136.6467 	EXP 	LowerText: autoDraw = False
136.6467 	EXP 	LowerBrackets: autoDraw = False
140.6481 	EXP 	TopUpperLine: autoDraw = False
140.6481 	EXP 	BotUpperLine: autoDraw = False
140.6481 	EXP 	TopLowerLine: autoDraw = False
140.6481 	EXP 	BotLowerLine: autoDraw = False
140.6481 	EXP 	RestCrossHair: autoDraw = False
140.6481 	EXP 	TopUpperLine: autoDraw = False
140.6481 	EXP 	UpperText: autoDraw = False
140.6481 	EXP 	UpperBrackets: autoDraw = False
140.6481 	EXP 	BotUpperLine: autoDraw = False
140.6481 	EXP 	TopLowerLine: autoDraw = False
140.6481 	EXP 	LowerText: autoDraw = False
140.6481 	EXP 	LowerBrackets: autoDraw = False
140.6481 	EXP 	BotLowerLine: autoDraw = False
140.6481 	EXP 	TrialCrossHair: autoDraw = False
140.6481 	EXP 	RestCrossHair: autoDraw = False
140.6481 	EXP 	FeedbackMsg: text = 'No response, good!'
140.6481 	EXP 	FeedbackMsg: autoDraw = True
142.1318 	EXP 	FeedbackMsg: autoDraw = False
142.1318 	EXP 	FeedbackMsg: autoDraw = False
142.1318 	EXP 	RestCrossHair: autoDraw = True
143.1162 	EXP 	New trial (rep=0, index=10): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 123, 'ProbeDurITI': 4.0019999999999998, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.0019999999999998, 'StimSet': u'YBDHMX', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 6.0020000000000007, 'Correct': u'none'}
143.1369 	EXP 	window1: recordFrameIntervals = False
143.1595 	EXP 	RestCrossHair: autoDraw = False
143.1595 	EXP 	UpperText: text = u' Y B D H M X '
143.1595 	EXP 	UpperBrackets: text = '{     }      '
143.1595 	EXP 	LowerText: text = u'   '
143.1595 	EXP 	LowerBrackets: text = ''
143.1595 	EXP 	TopUpperLine: autoDraw = True
143.1595 	EXP 	UpperText: autoDraw = True
143.1595 	EXP 	UpperBrackets: autoDraw = True
143.1595 	EXP 	BotUpperLine: autoDraw = True
143.1595 	EXP 	TopLowerLine: autoDraw = True
143.1595 	EXP 	BotLowerLine: autoDraw = True
143.1595 	EXP 	TrialCrossHair: autoDraw = True
143.1599 	EXP 	window1: recordFrameIntervals = False
145.1325 	EXP 	UpperText: autoDraw = False
145.1325 	EXP 	UpperBrackets: autoDraw = False
145.1325 	EXP 	TrialCrossHair: autoDraw = False
145.1488 	EXP 	LowerText: autoDraw = True
145.1488 	EXP 	LowerBrackets: autoDraw = True
145.1488 	EXP 	RestCrossHair: autoDraw = True
145.1659 	EXP 	LowerText: autoDraw = False
145.1659 	EXP 	LowerBrackets: autoDraw = False
149.1461 	EXP 	TopUpperLine: autoDraw = False
149.1461 	EXP 	BotUpperLine: autoDraw = False
149.1461 	EXP 	TopLowerLine: autoDraw = False
149.1461 	EXP 	BotLowerLine: autoDraw = False
149.1461 	EXP 	RestCrossHair: autoDraw = False
149.1461 	EXP 	TopUpperLine: autoDraw = False
149.1461 	EXP 	UpperText: autoDraw = False
149.1461 	EXP 	UpperBrackets: autoDraw = False
149.1461 	EXP 	BotUpperLine: autoDraw = False
149.1461 	EXP 	TopLowerLine: autoDraw = False
149.1461 	EXP 	LowerText: autoDraw = False
149.1461 	EXP 	LowerBrackets: autoDraw = False
149.1461 	EXP 	BotLowerLine: autoDraw = False
149.1461 	EXP 	TrialCrossHair: autoDraw = False
149.1461 	EXP 	RestCrossHair: autoDraw = False
149.1461 	EXP 	FeedbackMsg: text = 'No response, good!'
149.1461 	EXP 	FeedbackMsg: autoDraw = True
150.6347 	EXP 	FeedbackMsg: autoDraw = False
150.6347 	EXP 	RestCrossHair: autoDraw = True
151.6188 	EXP 	New trial (rep=0, index=11): {'RetDur': 5, 'BotBrack': 2, 'StimDur': 2, 'UpBrack': 234, 'ProbeDurITI': 6.0070000000000006, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.0069999999999997, 'StimSet': u'QXTJMN', 'RetStart': 2, 'ProbeLet': u'bfylkh', 'TrialITIDur': 13.007, 'Correct': u'right'}
151.6506 	EXP 	window1: recordFrameIntervals = False
151.6685 	EXP 	RestCrossHair: autoDraw = False
151.6685 	EXP 	UpperText: text = u' Q X T J M N '
151.6685 	EXP 	UpperBrackets: text = '  {     }    '
151.6685 	EXP 	LowerText: text = u' b f y l k h '
151.6685 	EXP 	LowerBrackets: text = '  { }        '
151.6685 	EXP 	TopUpperLine: autoDraw = True
151.6685 	EXP 	UpperText: autoDraw = True
151.6685 	EXP 	UpperBrackets: autoDraw = True
151.6685 	EXP 	BotUpperLine: autoDraw = True
151.6685 	EXP 	TopLowerLine: autoDraw = True
151.6685 	EXP 	BotLowerLine: autoDraw = True
151.6685 	EXP 	TrialCrossHair: autoDraw = True
151.6688 	EXP 	window1: recordFrameIntervals = False
153.6357 	EXP 	UpperText: autoDraw = False
153.6357 	EXP 	UpperBrackets: autoDraw = False
158.6375 	EXP 	LowerText: autoDraw = True
158.6375 	EXP 	LowerBrackets: autoDraw = True
160.0051 	DATA 	Keypress: right
160.6382 	EXP 	LowerText: autoDraw = False
160.6382 	EXP 	LowerBrackets: autoDraw = False
160.6382 	EXP 	TrialCrossHair: autoDraw = False
160.6382 	EXP 	RestCrossHair: autoDraw = True
164.6549 	EXP 	TopUpperLine: autoDraw = False
164.6549 	EXP 	BotUpperLine: autoDraw = False
164.6549 	EXP 	TopLowerLine: autoDraw = False
164.6549 	EXP 	BotLowerLine: autoDraw = False
164.6549 	EXP 	RestCrossHair: autoDraw = False
164.6549 	EXP 	TopUpperLine: autoDraw = False
164.6549 	EXP 	UpperText: autoDraw = False
164.6549 	EXP 	UpperBrackets: autoDraw = False
164.6549 	EXP 	BotUpperLine: autoDraw = False
164.6549 	EXP 	TopLowerLine: autoDraw = False
164.6549 	EXP 	LowerText: autoDraw = False
164.6549 	EXP 	LowerBrackets: autoDraw = False
164.6549 	EXP 	BotLowerLine: autoDraw = False
164.6549 	EXP 	TrialCrossHair: autoDraw = False
164.6549 	EXP 	RestCrossHair: autoDraw = False
164.6549 	EXP 	FeedbackMsg: text = 'Correct! RT=1.384'
164.6549 	EXP 	FeedbackMsg: autoDraw = True
166.1401 	EXP 	FeedbackMsg: autoDraw = False
166.1401 	EXP 	RestCrossHair: autoDraw = True
167.1244 	EXP 	New trial (rep=0, index=12): {'RetDur': 5, 'BotBrack': 2, 'StimDur': 2, 'UpBrack': 234, 'ProbeDurITI': 6.9670000000000005, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.9669999999999996, 'StimSet': u'FBMDTY', 'RetStart': 2, 'ProbeLet': u'jblrgh', 'TrialITIDur': 13.967000000000001, 'Correct': u'down'}
167.1572 	EXP 	window1: recordFrameIntervals = False
167.1738 	EXP 	RestCrossHair: autoDraw = False
167.1738 	EXP 	UpperText: text = u' F B M D T Y '
167.1738 	EXP 	UpperBrackets: text = '  {     }    '
167.1738 	EXP 	LowerText: text = u' j b l r g h '
167.1738 	EXP 	LowerBrackets: text = '  { }        '
167.1738 	EXP 	TopUpperLine: autoDraw = True
167.1738 	EXP 	UpperText: autoDraw = True
167.1738 	EXP 	UpperBrackets: autoDraw = True
167.1738 	EXP 	BotUpperLine: autoDraw = True
167.1738 	EXP 	TopLowerLine: autoDraw = True
167.1738 	EXP 	BotLowerLine: autoDraw = True
167.1738 	EXP 	TrialCrossHair: autoDraw = True
167.1739 	EXP 	window1: recordFrameIntervals = False
169.1413 	EXP 	UpperText: autoDraw = False
169.1413 	EXP 	UpperBrackets: autoDraw = False
174.1435 	EXP 	LowerText: autoDraw = True
174.1435 	EXP 	LowerBrackets: autoDraw = True
174.9780 	DATA 	Keypress: down
176.1444 	EXP 	LowerText: autoDraw = False
176.1444 	EXP 	LowerBrackets: autoDraw = False
176.1444 	EXP 	TrialCrossHair: autoDraw = False
176.1444 	EXP 	RestCrossHair: autoDraw = True
181.1124 	EXP 	TopUpperLine: autoDraw = False
181.1124 	EXP 	BotUpperLine: autoDraw = False
181.1124 	EXP 	TopLowerLine: autoDraw = False
181.1124 	EXP 	BotLowerLine: autoDraw = False
181.1124 	EXP 	RestCrossHair: autoDraw = False
181.1124 	EXP 	TopUpperLine: autoDraw = False
181.1124 	EXP 	UpperText: autoDraw = False
181.1124 	EXP 	UpperBrackets: autoDraw = False
181.1124 	EXP 	BotUpperLine: autoDraw = False
181.1124 	EXP 	TopLowerLine: autoDraw = False
181.1124 	EXP 	LowerText: autoDraw = False
181.1124 	EXP 	LowerBrackets: autoDraw = False
181.1124 	EXP 	BotLowerLine: autoDraw = False
181.1124 	EXP 	TrialCrossHair: autoDraw = False
181.1124 	EXP 	RestCrossHair: autoDraw = False
181.1124 	EXP 	FeedbackMsg: text = 'Correct! RT=0.851'
181.1124 	EXP 	FeedbackMsg: autoDraw = True
182.5972 	EXP 	FeedbackMsg: autoDraw = False
182.5972 	EXP 	RestCrossHair: autoDraw = True
183.5815 	EXP 	New trial (rep=0, index=13): {'RetDur': 5, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 345, 'ProbeDurITI': 4.0750000000000002, 'ProbeDur': 0, 'ProbeStart': 7, 'TrialDur': 7, 'ITI': 4.0750000000000002, 'StimSet': u'TDMLKB', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 11.074999999999999, 'Correct': u'none'}
183.6002 	EXP 	window1: recordFrameIntervals = False
183.6142 	EXP 	RestCrossHair: autoDraw = False
183.6142 	EXP 	UpperText: text = u' T D M L K B '
183.6142 	EXP 	UpperBrackets: text = '    {     }  '
183.6142 	EXP 	LowerText: text = u'   '
183.6142 	EXP 	LowerBrackets: text = ''
183.6142 	EXP 	TopUpperLine: autoDraw = True
183.6142 	EXP 	UpperText: autoDraw = True
183.6142 	EXP 	UpperBrackets: autoDraw = True
183.6142 	EXP 	BotUpperLine: autoDraw = True
183.6142 	EXP 	TopLowerLine: autoDraw = True
183.6142 	EXP 	BotLowerLine: autoDraw = True
183.6142 	EXP 	TrialCrossHair: autoDraw = True
183.6144 	EXP 	window1: recordFrameIntervals = False
185.5986 	EXP 	UpperText: autoDraw = False
185.5986 	EXP 	UpperBrackets: autoDraw = False
190.6011 	EXP 	LowerText: autoDraw = True
190.6011 	EXP 	LowerBrackets: autoDraw = True
190.6011 	EXP 	TrialCrossHair: autoDraw = False
190.6011 	EXP 	RestCrossHair: autoDraw = True
190.6178 	EXP 	LowerText: autoDraw = False
190.6178 	EXP 	LowerBrackets: autoDraw = False
194.6838 	EXP 	TopUpperLine: autoDraw = False
194.6838 	EXP 	BotUpperLine: autoDraw = False
194.6838 	EXP 	TopLowerLine: autoDraw = False
194.6838 	EXP 	BotLowerLine: autoDraw = False
194.6838 	EXP 	RestCrossHair: autoDraw = False
194.6838 	EXP 	TopUpperLine: autoDraw = False
194.6838 	EXP 	UpperText: autoDraw = False
194.6838 	EXP 	UpperBrackets: autoDraw = False
194.6838 	EXP 	BotUpperLine: autoDraw = False
194.6838 	EXP 	TopLowerLine: autoDraw = False
194.6838 	EXP 	LowerText: autoDraw = False
194.6838 	EXP 	LowerBrackets: autoDraw = False
194.6838 	EXP 	BotLowerLine: autoDraw = False
194.6838 	EXP 	TrialCrossHair: autoDraw = False
194.6838 	EXP 	RestCrossHair: autoDraw = False
194.6838 	EXP 	FeedbackMsg: text = 'No response, good!'
194.6838 	EXP 	FeedbackMsg: autoDraw = True
196.1705 	EXP 	FeedbackMsg: autoDraw = False
196.1705 	EXP 	RestCrossHair: autoDraw = True
197.1548 	EXP 	New trial (rep=0, index=14): {'RetDur': 0, 'BotBrack': 2, 'StimDur': 2, 'UpBrack': 345, 'ProbeDurITI': 6.7000000000000002, 'ProbeDur': 2, 'ProbeStart': 2, 'TrialDur': 4, 'ITI': 4.7000000000000002, 'StimSet': u'JMKRNX', 'RetStart': 2, 'ProbeLet': u'fbdgly', 'TrialITIDur': 8.6999999999999993, 'Correct': u'right'}
197.1870 	EXP 	window1: recordFrameIntervals = False
197.2043 	EXP 	RestCrossHair: autoDraw = False
197.2043 	EXP 	UpperText: text = u' J M K R N X '
197.2043 	EXP 	UpperBrackets: text = '    {     }  '
197.2043 	EXP 	LowerText: text = u' f b d g l y '
197.2043 	EXP 	LowerBrackets: text = '  { }        '
197.2043 	EXP 	TopUpperLine: autoDraw = True
197.2043 	EXP 	UpperText: autoDraw = True
197.2043 	EXP 	UpperBrackets: autoDraw = True
197.2043 	EXP 	BotUpperLine: autoDraw = True
197.2043 	EXP 	TopLowerLine: autoDraw = True
197.2043 	EXP 	BotLowerLine: autoDraw = True
197.2043 	EXP 	TrialCrossHair: autoDraw = True
197.2045 	EXP 	window1: recordFrameIntervals = False
199.1721 	EXP 	UpperText: autoDraw = False
199.1721 	EXP 	UpperBrackets: autoDraw = False
199.1884 	EXP 	LowerText: autoDraw = True
199.1884 	EXP 	LowerBrackets: autoDraw = True
200.2563 	DATA 	Keypress: right
201.1730 	EXP 	LowerText: autoDraw = False
201.1730 	EXP 	LowerBrackets: autoDraw = False
201.1730 	EXP 	TrialCrossHair: autoDraw = False
201.1730 	EXP 	RestCrossHair: autoDraw = True
205.8877 	EXP 	TopUpperLine: autoDraw = False
205.8877 	EXP 	BotUpperLine: autoDraw = False
205.8877 	EXP 	TopLowerLine: autoDraw = False
205.8877 	EXP 	BotLowerLine: autoDraw = False
205.8877 	EXP 	RestCrossHair: autoDraw = False
205.8877 	EXP 	TopUpperLine: autoDraw = False
205.8877 	EXP 	UpperText: autoDraw = False
205.8877 	EXP 	UpperBrackets: autoDraw = False
205.8877 	EXP 	BotUpperLine: autoDraw = False
205.8877 	EXP 	TopLowerLine: autoDraw = False
205.8877 	EXP 	LowerText: autoDraw = False
205.8877 	EXP 	LowerBrackets: autoDraw = False
205.8877 	EXP 	BotLowerLine: autoDraw = False
205.8877 	EXP 	TrialCrossHair: autoDraw = False
205.8877 	EXP 	RestCrossHair: autoDraw = False
205.8877 	EXP 	FeedbackMsg: text = 'Correct! RT=1.084'
205.8877 	EXP 	FeedbackMsg: autoDraw = True
207.3762 	EXP 	FeedbackMsg: autoDraw = False
207.3762 	EXP 	RestCrossHair: autoDraw = True
208.3606 	EXP 	New trial (rep=0, index=15): {'RetDur': 5, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 2345, 'ProbeDurITI': 4.4939999999999998, 'ProbeDur': 0, 'ProbeStart': 7, 'TrialDur': 7, 'ITI': 4.4939999999999998, 'StimSet': u'MDTQWF', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 11.494000000000002, 'Correct': u'none'}
208.3778 	EXP 	window1: recordFrameIntervals = False
208.4051 	EXP 	RestCrossHair: autoDraw = False
208.4051 	EXP 	UpperText: text = u' M D T Q W F '
208.4051 	EXP 	UpperBrackets: text = '  {       }  '
208.4051 	EXP 	LowerText: text = u'   '
208.4051 	EXP 	LowerBrackets: text = ''
208.4051 	EXP 	TopUpperLine: autoDraw = True
208.4051 	EXP 	UpperText: autoDraw = True
208.4051 	EXP 	UpperBrackets: autoDraw = True
208.4051 	EXP 	BotUpperLine: autoDraw = True
208.4051 	EXP 	TopLowerLine: autoDraw = True
208.4051 	EXP 	BotLowerLine: autoDraw = True
208.4051 	EXP 	TrialCrossHair: autoDraw = True
208.4052 	EXP 	window1: recordFrameIntervals = False
210.3778 	EXP 	UpperText: autoDraw = False
210.3778 	EXP 	UpperBrackets: autoDraw = False
215.3803 	EXP 	LowerText: autoDraw = True
215.3803 	EXP 	LowerBrackets: autoDraw = True
215.3803 	EXP 	TrialCrossHair: autoDraw = False
215.3803 	EXP 	RestCrossHair: autoDraw = True
215.3971 	EXP 	LowerText: autoDraw = False
215.3971 	EXP 	LowerBrackets: autoDraw = False
219.8761 	EXP 	TopUpperLine: autoDraw = False
219.8761 	EXP 	BotUpperLine: autoDraw = False
219.8761 	EXP 	TopLowerLine: autoDraw = False
219.8761 	EXP 	BotLowerLine: autoDraw = False
219.8761 	EXP 	RestCrossHair: autoDraw = False
219.8761 	EXP 	TopUpperLine: autoDraw = False
219.8761 	EXP 	UpperText: autoDraw = False
219.8761 	EXP 	UpperBrackets: autoDraw = False
219.8761 	EXP 	BotUpperLine: autoDraw = False
219.8761 	EXP 	TopLowerLine: autoDraw = False
219.8761 	EXP 	LowerText: autoDraw = False
219.8761 	EXP 	LowerBrackets: autoDraw = False
219.8761 	EXP 	BotLowerLine: autoDraw = False
219.8761 	EXP 	TrialCrossHair: autoDraw = False
219.8761 	EXP 	RestCrossHair: autoDraw = False
219.8761 	EXP 	FeedbackMsg: text = 'No response, good!'
219.8761 	EXP 	FeedbackMsg: autoDraw = True
221.3597 	EXP 	FeedbackMsg: autoDraw = False
221.3597 	EXP 	FeedbackMsg: autoDraw = False
221.3597 	EXP 	RestCrossHair: autoDraw = True
222.3441 	EXP 	New trial (rep=0, index=16): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 2345, 'ProbeDurITI': 4.2789999999999999, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.2789999999999999, 'StimSet': u'KLFWTJ', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 6.2789999999999999, 'Correct': u'none'}
222.3612 	EXP 	window1: recordFrameIntervals = False
222.3840 	EXP 	RestCrossHair: autoDraw = False
222.3840 	EXP 	RestCrossHair: autoDraw = False
222.3840 	EXP 	UpperText: text = u' K L F W T J '
222.3840 	EXP 	UpperBrackets: text = '  {       }  '
222.3840 	EXP 	LowerText: text = u'   '
222.3840 	EXP 	LowerBrackets: text = ''
222.3840 	EXP 	TopUpperLine: autoDraw = True
222.3840 	EXP 	UpperText: autoDraw = True
222.3840 	EXP 	UpperBrackets: autoDraw = True
222.3840 	EXP 	BotUpperLine: autoDraw = True
222.3840 	EXP 	TopLowerLine: autoDraw = True
222.3840 	EXP 	BotLowerLine: autoDraw = True
222.3840 	EXP 	TrialCrossHair: autoDraw = True
222.3842 	EXP 	window1: recordFrameIntervals = False
224.3775 	EXP 	UpperText: autoDraw = False
224.3775 	EXP 	UpperBrackets: autoDraw = False
224.3775 	EXP 	LowerText: autoDraw = True
224.3775 	EXP 	LowerBrackets: autoDraw = True
224.3775 	EXP 	TrialCrossHair: autoDraw = False
224.3775 	EXP 	RestCrossHair: autoDraw = True
224.4018 	EXP 	LowerText: autoDraw = False
224.4018 	EXP 	LowerBrackets: autoDraw = False
228.6375 	EXP 	TopUpperLine: autoDraw = False
228.6375 	EXP 	BotUpperLine: autoDraw = False
228.6375 	EXP 	TopLowerLine: autoDraw = False
228.6375 	EXP 	BotLowerLine: autoDraw = False
228.6375 	EXP 	RestCrossHair: autoDraw = False
228.6375 	EXP 	TopUpperLine: autoDraw = False
228.6375 	EXP 	UpperText: autoDraw = False
228.6375 	EXP 	UpperBrackets: autoDraw = False
228.6375 	EXP 	BotUpperLine: autoDraw = False
228.6375 	EXP 	TopLowerLine: autoDraw = False
228.6375 	EXP 	LowerText: autoDraw = False
228.6375 	EXP 	LowerBrackets: autoDraw = False
228.6375 	EXP 	BotLowerLine: autoDraw = False
228.6375 	EXP 	TrialCrossHair: autoDraw = False
228.6375 	EXP 	RestCrossHair: autoDraw = False
228.6375 	EXP 	FeedbackMsg: text = 'No response, good!'
228.6375 	EXP 	FeedbackMsg: autoDraw = True
230.1215 	EXP 	FeedbackMsg: autoDraw = False
230.1215 	EXP 	FeedbackMsg: autoDraw = False
230.1215 	EXP 	RestCrossHair: autoDraw = True
231.1060 	EXP 	New trial (rep=0, index=17): {'RetDur': 5, 'BotBrack': 4, 'StimDur': 2, 'UpBrack': 2345, 'ProbeDurITI': 6.7479999999999993, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.7480000000000002, 'StimSet': u'WNLMBQ', 'RetStart': 2, 'ProbeLet': u'htfnxj', 'TrialITIDur': 13.747999999999999, 'Correct': u'down'}
231.1390 	EXP 	window1: recordFrameIntervals = False
231.1637 	EXP 	RestCrossHair: autoDraw = False
231.1637 	EXP 	RestCrossHair: autoDraw = False
231.1637 	EXP 	UpperText: text = u' W N L M B Q '
231.1637 	EXP 	UpperBrackets: text = '  {       }  '
231.1637 	EXP 	LowerText: text = u' h t f n x j '
231.1637 	EXP 	LowerBrackets: text = '      { }    '
231.1637 	EXP 	TopUpperLine: autoDraw = True
231.1637 	EXP 	UpperText: autoDraw = True
231.1637 	EXP 	UpperBrackets: autoDraw = True
231.1637 	EXP 	BotUpperLine: autoDraw = True
231.1637 	EXP 	TopLowerLine: autoDraw = True
231.1637 	EXP 	BotLowerLine: autoDraw = True
231.1637 	EXP 	TrialCrossHair: autoDraw = True
231.1639 	EXP 	window1: recordFrameIntervals = False
233.1311 	EXP 	UpperText: autoDraw = False
233.1311 	EXP 	UpperBrackets: autoDraw = False
238.1423 	EXP 	LowerText: autoDraw = True
238.1423 	EXP 	LowerBrackets: autoDraw = True
239.0197 	DATA 	Keypress: down
240.1169 	EXP 	LowerText: autoDraw = False
240.1169 	EXP 	LowerBrackets: autoDraw = False
240.1169 	EXP 	TrialCrossHair: autoDraw = False
240.1335 	EXP 	RestCrossHair: autoDraw = True
244.8854 	EXP 	TopUpperLine: autoDraw = False
244.8854 	EXP 	BotUpperLine: autoDraw = False
244.8854 	EXP 	TopLowerLine: autoDraw = False
244.8854 	EXP 	BotLowerLine: autoDraw = False
244.8854 	EXP 	RestCrossHair: autoDraw = False
244.8854 	EXP 	TopUpperLine: autoDraw = False
244.8854 	EXP 	UpperText: autoDraw = False
244.8854 	EXP 	UpperBrackets: autoDraw = False
244.8854 	EXP 	BotUpperLine: autoDraw = False
244.8854 	EXP 	TopLowerLine: autoDraw = False
244.8854 	EXP 	LowerText: autoDraw = False
244.8854 	EXP 	LowerBrackets: autoDraw = False
244.8854 	EXP 	BotLowerLine: autoDraw = False
244.8854 	EXP 	TrialCrossHair: autoDraw = False
244.8854 	EXP 	RestCrossHair: autoDraw = False
244.8854 	EXP 	FeedbackMsg: text = 'Correct! RT=0.927'
244.8854 	EXP 	FeedbackMsg: autoDraw = True
246.3690 	EXP 	FeedbackMsg: autoDraw = False
246.3690 	EXP 	FeedbackMsg: autoDraw = False
